,input_sentence_1,input_sentence_2,input_sentence_3,input_sentence_4,sentence_quiz1,sentence_quiz2,answer_right_ending
1080,Кор је разбила стаклену античку вазу својих родитеља.,Бојала се да је не ухвате.,Она је подметнула стакло под тепих.,Њени родитељи су дошли и скинули им ципеле.,Родитељи Цореа су повредили ноге на стаклом.,Одлучили су да честитају Цореу.,1
1081,Боб је добио Рубикс кубу за Божић.,Борио се да реши слагалицу.,На крају је успео да реши половину.,"Али, целосно решење је остало невидљиво.",Боб је напорно радио и коначно је решио слагалицу.,Затим је Боб одустао од видео игре.,1
1082,Тим је желео да учини нешто за своју девојку на њен рођендан.,Тим је планирао романтичан одморак на Бахамама.,Тим је изненадио недељу дана пре њеног рођендана.,Његова девојка је била тако захвална за одмор.,Тим је био срећан због њене реакције на поклон.,Тим је одбацио одмор.,1
1083,Сузи је одлучила да направи бакини спагети сос.,Она је направила сос.,Додала је печурке.,Додала је зачине.,Сузијини односи са баком су остали компликовани.,"Сузи је пробала сос, и био је баш тачан.",2
1084,Прошлог викенда сам хтео да купим ципеле.,Требао ми је нови пар са посла па сам морао да потражим место где бих отишао.,"Одлучио сам да идем у трговачки центар, јер имају велики избор.","Када сам стигао тамо, брзо сам отишао у продавницу коју сам изабрао.",Нашао сам савршени пар ципела и купио их.,Купио сам тако у тржници.,1
1085,Габи није имала много новца.,Радила је на минималној плати.,Остатак новца је потрошила на лотарију.,Дошла је кући и огребала га.,Надала се да ће билета бити победница.,"Пре него што је завршила, одлучила је да је то губљење времена.",1
1086,Аниноме деду је требало трансплантација срца.,Био је у болници дуже време.,"Када је трансплантација била извршена, цела њена породица је била уплашена.","Међутим, сасвим је опоравио.",Анина породица је била срећна због исхода.,Анина породица је била тужна.,1
1087,"Када сам имао пет година, преселио сам се.",Морао сам да идем у нову школу.,Чуо сам се усамљеном првог дана.,Један дечак је дошао до мене и представио се.,Почувла сам се мање усамљено.,Осетио сам се још више усамљен.,1
1088,Лари се плашио висине.,Он је увек планирао своја путовања како би избегао високе мостове.,"На Ларријеву несрећу, једног дана је био одведен на другу руту.",Лари се почео знојити када је видео како се мост надвишава над њим.,Окретио се да би изабрао другу руту.,Лари се радосно смејао док је возио преко моста.,1
1089,Џеф је веома брз мислилац.,Он може да се извуче из било које ситуације у којој не жели да буде.,Све што треба да уради је да на месту измисли изговор да оде.,Често користи ово када више не жели да разговара са свекрвом.,Џеф воли да посећује свекрве.,Џеф мрзи да проводи време са свекрвом.,2
1090,Бин је одлучила да опере своју мачку.,Покупила је мачку са палубе.,Затим је испунила вану водом.,Бин је увукао мачку у воду да би је опрао.,Мачка је завршила у прљавом неред.,Мачка је завршила чисто.,2
1091,Заказао сам породични оброк у кинеском ресторану.,"Чим сам је ставио на сто, моја породица је напала.",Они су јели много од оброка.,"Када су сви јели, није остало ништа.",Био сам срећан што смо пронашли нови омиљени ресторан.,Рекао сам управитељу да желим да поднесем жалбу.,1
1092,Хумберто воли да скочи на трамполину.,Никада није пао и повредио се.,Учерашњи скок је био управо такав.,Хумберто је одлучио да се повуче из скокања на трамполину.,Он више никада није пао са трамполине.,Хумберто је цео дан следећег дана скочио на трамполину.,1
1093,Мат је упознао Тами у ноћном клубу.,Мат и Тами су разменили бројеве после ноћи.,Сваког дана су разговарали по телефону.,Једног дана је Тами видела Метта са својом пријатељицом Емом.,Тами је била љубоморна када је видела Метта и Ему заједно.,Тами је мрзела да нема телефон.,1
1094,Бен није обраћао пажњу док је пролазио поред прозора.,Он је окренуо руком.,Ударило је кактус који је био у прозору.,Његова рука је била пуна малих игла.,Бен је имао сјајну руку.,Бен је имао болну руку и морао је да извуче све игле.,2
1095,Џанет се плашила летења.,"Без обзира на то где је морала да иде, увек је путовала копном.",Једног дана је Џанет сазнала да јој је мајка болесна.,Била је веома забринутија и најбржи начин да дођем до ње је био авионом.,Џенет је била узбуђена што ће се возити авионом.,Џенет је схватила да се коначно мора суочити са својим страхом.,2
1096,Нејтов је ред био да премеће под ове недеље.,Био је познат по својој мрзливости.,Одлучио је да плати свом цимеру да то уради за њега.,Собакиња је узела новац и никада није радила.,Нејту је било тешко да нађе енергију да се суочи с њим.,Нејт се са својим пријатељима смејао због понашања свог пса.,1
1097,Елена је била мала особа и била је веома несигурна.,Мислила је да нико неће желети да се са њом излази.,"Једног дана, упознала је веома пријатног човека.",Почели су да се забављају и он је прихватио њену услов.,Он је Елену предложио после шест месеци.,Довео је жену пуне величине на забаву своје компаније.,1
1098,"Када је Џеј сазнала да је њена старија сестра трудна, била је нервозна.","Иако је била срећна због своје сестре, плашила се да буде тетка.",Џеј је знао да ће то бити велика одговорност.,"Али онда, коначно се вратила из школе и видела свог нећака.",Џеј је мислила да је њен нећак грозан.,Џеј је одмах знала да су њени страхови неосновани.,2
1099,Јон је био жедан.,У кући није имао воде.,Јон је одлучио да оде у продавницу да купи воду.,"Нажалост, на путу је имао ауто несрећу.",Јон је жалио што је био жедан.,Јон је био срећан што је напустио кућу.,1
1100,Дарија је купила телевизор за дневну собу.,Телевизор је донијела кући из продавнице.,"Када је телевизор дошао, Дарија је била узбуђена.",Телевизија је била њена омиљена ствар.,Дарла је укључила телевизор и почела да гледа филм.,Дарла је срушила свој телевизор гребљем.,1
1101,Беле руже су биле Лилијево омиљено цвијеће.,Растела их је у свом врту.,Једног дана је прст убодила у трн.,Није мислила на то.,Лили је морала да ампутира прст.,Кучка је заражена и морала је да узима антибиотике.,2
1102,Џимијева мајка је била болесна у болници.,Отишао је да је посети у болници.,Џими јој је донео цвеће и картицу за оздрављење.,Њена мајка је била веома љубазна.,Џимијевој мајци је почело да буде боље.,Џими је мрзео своју мајку.,1
1103,Сами је једно јутро страшно болео стомак.,Али је приморала себе да иде у школу.,"Док је прилазила аутобусу, помислила је да се врати.",Али је осећала да је прекасно да промени мишљење.,Седела је на тротоара и гледала како автобус пролази поред ње.,Отишла је у школу и трпела је кроз бол.,2
1104,Кармен је била спремна за путовање у Танзанију.,Узела је такси до аеродрома.,Брзо је прошла кроз аеродромску безбедност.,Успела је да уђе на авион на време и пронашла место.,Авион је полетео и Кармен се опуштала.,Кармен је одмах изашла из авиона.,1
1105,Санди је живео у Њујорку.,Санди је чула да је у њеном правцу опасна снежна олуја.,Санди је одлучила да осигура да је њен дом спреман.,"Током снежне олује, нестало је струје.",Санди је одлучио да изађе напољу и направи снежног човека.,Санди је био спреман.,2
1106,Куентин обично не ужива у одласку на корпоративне догађаје.,"Иако му не сметају сарадници, воли да буде сам.",Једног дана одлучује да присуствује забави у компанији.,Једе маринован пиринч да би се ослободио неугодности.,Квентин је на крају уживао у забави.,Квентин је волео да се све свуда са свим људима.,1
1107,Ја користим Мистер Спајс без натријумског соса.,Ја сам на дијети са ниским садржајем натрија.,Покушао сам да купим неке боце на интернету јуче.,"Компјутер је одбијао моје наређење, иако је картица била активна.",Био сам срећан што је било лако да се наручи.,Коначно је продаја била успјешна.,2
1108,Дан је желео да иде у школу на Ноћ вештица преображен у ђавола.,Страхли су се да питају свог оца за костим.,"Уместо тога, питао је своју баку.",Рекла му је да је отићи као ђаво зло.,Данова бака је већ била обучена као ђаво.,Дан је направио свој ђаволски костим.,2
1109,Франц одлучује да би желео да буде ближе својој породици.,Он резервише путовање да посети свог рођака у Филаделфији.,Франц и његов рођак посећују музеје и заједно пију кафу.,Имају одличну посету заједно.,Франц се заклео да више никада неће посетити рођака.,Франц је срећан што је отишао у посету свом рођаку.,2
1110,Купио сам рожну жбугу када сам имао десет година.,Била је у продавници.,Жаба је изгледала веома ожесточено.,"Покушали смо да га нахранимо, али није хтео да једе.",На крају је рожна жаба умрла од глади.,"Након неколико недеља, рожна жаба је била веома дебела.",1
1111,Данас сам први пут упознао Ненси.,"Пре него што је отишла, разменили смо бројеве телефона.","Упркос томе што је на тренутак успела да прође, стално ми је слала поруке.",Одлучио сам да је позовем и замолим је да престане да ме позива.,Волела је да једе банане.,Никада више нисам чуо за њу.,2
1112,Вчера је Кели отишла у ЦВС да купи слаткише.,Она је шетала нагоре и доле кроз пролази како би пронашла оно што је желела.,"Међутим, на њено изненађење, наишла је на стару пријатељицу.",Они су неко време разговарали.,Обоје су ухапшени.,Њена пријатељица је на крају купила слаткише за њу.,2
1113,Дон је први дан у доку имао неке проблема.,Био је нервозан због тешке машинерије.,У једном тренутку је спустио тешку испоруку.,Скоро је погодио колегу.,Дон је био срећан што није био нервозан на послу.,Дон је знао да ће морати да се побољша.,2
1114,Далу су потребни били новац да би отишао на колеџ.,Почео је да води рачуноводство за локалну банду.,"Када су федералци напали банду, он је претраживао њихове књиге.",Случајно је убијен у међупожарној ватри.,Дал је донео лошу одлуку.,Дал је донео паметну одлуку.,1
1115,Данас је био дан сликања у школи.,Алиса је била толико узбуђена што јој је мајка купила нову одећу.,"Устала је, обукла се и мајка јој је исправила косу.",Фотограф је рекао да је била веома лепа.,Алиса се осећала добро након што је фотограф комплементирао.,Алиса је набранила на лице током снимања.,1
1116,Нилиној мајци је дијагностикован рак четврте фазе.,Нила је знала да јој мајка нема много времена да живи.,Нила је обезбедила својој мајци добар живот до смрти.,Нила је имала много добрих сећања на своју маму и била је срећна.,Нила није бринула за своју мајку.,Нила је волела своју маму.,2
1117,Једна мајка је погледала лице свог новорођенчета.,Она је сањала о њиховој заједничкој будућности.,Њен сан је био да му даде детињство које јој није било дато.,Она је жртвовала време и енергију да би остварила свој циљ.,Дечак је пролазио кроз мучану детињство.,Дечак је имао веома срећно детињство.,2
1118,Џесика и њени браћа су се веома радујели Божићу.,Успели су да рано уђу у кревет да би се рано пробудили.,Пробудили су се и трчали до божићног дрвета.,Под дрветом је била само једна кутија.,Џесика се питала да ли су се рано пробудили.,Сваки од њених браће отворио је своје божићне поклоне.,1
1119,Јан и Ким су користиле Монтесори модел образовања.,Ким је одлучила да одузме све књиге о змајима и фантазијама од свог детета.,Јан је била узнемирена што је Ким донела ту одлуку.,Јан је тврдио да су машта и фантазија важни.,Јан је бацио књиге.,Јан је вратила књиге.,2
1120,Први дан у школи отишао сам тамо са двојицом својих најближих пријатеља.,Сви смо били веома нервозни.,"Када смо стигли у школу, проверили смо листу класа за трећи разред.",Све нас троје су биле наменете у истој учионици!,Нисмо могли да верујемо својој срећи.,Сви смо били веома разочарани.,1
1121,Џеф је био љут што је суседин пас увек јутрос лајао.,А лајање је увек рано пробудило Џефа.,"Једног дана, његов комшија је дао свог пса.",А Џеф је био срећан што више није чуо лајење.,Јефф би коначно добио мир и тишину.,Џеф би пропустио тог пса.,1
1122,Холи је замолила брата да јој наложи лосион за сунчање на леђима.,Он је то с времена на време и веома пажљиво примењивао.,"Касније тог дана, Холи се питала зашто се људи смеју.",Касније је схватила да је њен брат направио дизајн лосијом.,Холи је викала на свог брата да би се осветила.,Холи је брату дала новац као надокнаду.,1
1123,Увек сам се ругао својој жени што је имала ноћно светло.,"Неколико дана је била ван града, а ја сам отишао да спавам без ње.","Када сам се пробудио усред ноћи да набавим воду, споткнуо сам се.",Нисам видела одећу на земљи и имала сам јаку сидњу.,Одлучио сам да се заувек ослободим ноћне светлости.,Никада више нисам исмевао своју жену и њену ноћну лампу.,2
1124,Ејми је одлучила да се пресели из Висконсина на Флориду.,Месецима је планирала тај потез.,"На дан пресељења, она се поздравила са својим пријатељима.",Дошла је сама до Флориде.,"Међутим, открила је да је Аљаска веома забавна.","Међутим, искуство није било забавно без њених пријатеља.",2
1125,Кати је отишла у куповину.,Нашла је пар лепих ципела.,Ципеле су коштале 300 долара.,Купила је ципеле.,Кати је мрзела да купује ципеле.,Осећала је покупачку покајање након куповине.,2
1126,Приближава се Амајини рођендан.,Биће пет година стара.,Њена мама јој организује забаву за принцезе.,Позвала је многе своје пријатеље из школе.,Амаја је срећна што је принцеза на њој.,Амаја је тужна јер не жели чај.,1
1127,Ја и момци смо данас отишли на плажу.,Узшли смо фризби и лопту.,"Док су се играли у води, неки други људи су се придружили.",Било је сјајно упознати нове пријатеље.,Заиста сам уживао у упознавању нових дечака.,"Све у свему, био је то сјајан дан планинарства.",1
1128,Била је петак увече па сам одлучила да изнајмим филм.,Отишао сам у Редбокс да их набавим.,"Након што сам се сатима одлучио, коначно сам изабрао ""Одлазиоце"".","Дошао сам кући и направио неке грицкалице, а затим отишао да стави филм у.",То је био најбољи филм који сам видео после дуго времена.,Ушао сам у туш и отишао на посао.,1
1129,Пола је писала много поезије изговорених речи.,"Њене пријатељице су је подржавале, иако је било лоше.",Позвали су је на забаву.,Пола је почела да износи неке говорне речи.,Њене пријатељице су аплаудисали њој за песму.,Паула је растргла своју поему.,1
1130,"Након што сам сишао из школског аутобуса, схватио сам да ми је нестао телефон.","Пошто је било услуга на њему, одлучио сам да га откажем.",Представник службе за кориснике је то урадио за мене.,"Поред тога, рекао је да је био позив на Јамајку.",Знао сам да је неко украо.,Знао сам да ће неко ускоро вратити телефон.,1
1131,Данас је Ирис имала пети рођендан!,Њена мама је планирала забаву изненађење.,Сви њени пријатељи су били тамо.,Отварала је поклоне и јела торту.,Ирис се много забављала на својој забави.,Ирис је одлучила да више никада не једе торту.,1
1132,Тина је увек носила црвене бикиније када је ишла на плажу.,Била је позната по томе и сви су очекивали да је виде у једном.,Једног дана је упознала своје пријатеље у плавом бикинију и изненадила их.,Нису могли да разумеју зашто би она носила нешто другачије.,Али им се свиђа нови бикини.,Тина пријатељи су знали како је непредвидива.,1
1133,Тед је увек сањао да буде власник куће.,"Међутим, плашио се да то није циљ који би могао постићи.",Једног дана га је његов отац изненадио говорећи да ће помоћи Теду.,Тедов отац је помогао да се поделим са Тедом на куповину куће.,Тед је рекао да више не жели да буде власник куће.,Тед је био захвалан свом оцу за помоћ.,2
1134,Иви је часовима лутала око замка.,Истражила је сваки угао и рупу у згради.,Њени надгледници су је испитали о ономе што је научила.,Одговарала је на њихова питања бриљантно и лако.,Била је поносна на себе.,Устрашена је побегла.,1
1135,Ед и његов близан Етан су тражили жене на интернету.,Онда су видели профил две жене близанце.,Звали су Сами и Сару и договорили састанак.,"На њиховом састанку, све четворо су се дивно забављале.",Годинама касније оба пара су се венчала.,Одлучили су да се више не виде.,1
1136,Марко данас почиње на новом послу.,Жели да изгледа добро на свом првом дану.,Марко одлучује да обуче вратоврску.,Његов нови шеф је импресиониран како добро изгледа.,Марко је срећан што је оставио добар утисак.,Марко је ужасан реакцијом свог шефа.,1
1137,Тим је желео да путује преко океана.,Он никада раније није био у авиону.,Одлучио је да путује у Кину авионом.,Уствари је уживао у лету!,Тим се заклео да више никада неће сести на други авион.,Тим је почео да путује авионом.,2
1138,Луси је сутра имала испит у школи и једва је учила.,Већ је било веома касно и морала је да оде у кревет.,Следећег јутра школа је била скривена због снега.,Луси је имала среће и провела је цео дан учећи за тест.,Луси је била одлична на тесту.,Луси није успела на тесту јер није студирала.,1
1139,Фред је волео мистериозне романе.,Он је читао барем једну књигу сваког месеца.,"Када су то сазнали његови пријатељи, сви су му је купили за рођендан.","Али, нажалост, почео је да се иритира због пажње.",Фред је својим пријатељима рекао да је одморао од мистериозних романа.,Фред је основао клуб за читање мистериозних романа за своје пријатеље.,1
1140,Тија је имала своју пекарију.,"У својој пекарији, направила је прелепе колаче.","Једног дана је схватила да јој је нестало брашна, иако је имала велику наруџбу.",Позвала је по целом граду и коначно је пронашла неке.,Тија је била разочарана.,Тији је било олакшано.,2
1141,Сара је отишла са својим пријатељима у аквапарк.,Платили су за своје карте и обукли су купаће костиме.,Чекали су у реду за највећи слајд.,Спустили су се по литици и много се забављали.,Заклели су се да се никада неће вратити.,Ишли су опет следећег дана.,2
1142,Јеб је градио статуа из стена.,Направио је једну која је изгледала као корњача.,Сам је дошао и срушио га.,Јеб је почео да плаче.,Сам се смео и побегао.,Јеб је био узбуђен да изгради нову.,1
1143,Џеф иде на екскурзију у кишну шуму са својим класом.,Џеф је узбуђен и не може да сачека да иде.,"Када је Џеф дошао, био је веома разочаран.",Дождљива шума није била узбудљива и није било шта да се ради.,Џеф се добро забављао.,Џеф је био досадан и узнемирен.,2
1144,Дани је била медицинска сестра на интензивној.,Једног вечери њен очуђени отац био је један од њених пацијената.,"Дани није хтела, али је лечила свог оца.","Док је опоравао, они су могли да разговарају.",Дани није била изненађена догађајима тог дана.,Дани је много боље упознала свог оца.,2
1145,Џина је била код своје пријатељице Рут.,"Појавила се девојка коју није познавала, по имену Џејн.",Џејн је била груба и надута.,Џина је касније открила да је Џејн била сестра њеног непријатеља Џоа.,Зато сада стално избегава Џејн.,Зато је срећно постала пријатељ са Џејн.,1
1146,Ела је провела дан на сунцу.,Заборавила је наносити крему за сунчање.,Имала је ужасну опекотину!,Али убрзо је нестао и постао сунчани.,Ела је изгледала сјајно и добила је много комплимената.,Ела је следећи дан провела у киши.,1
1147,Нил је управо стигао у Кенију.,Придружио се сафари туристичкој групи.,Видели су све врсте егзотичних животиња.,Нил је сликао фотографију за фотографијом.,Лав га је разапао.,Нил је саставио фото-албум када је дошао кући.,2
1148,Џина је одлучила да први пут испече питу од јабука.,Била је изузетно пажљива да тачно прати рецепт.,"Након што је палату ставила у пећницу, жељно је чекала да је проба.",Извукао се као укусан!,Зато је одлучила да га баци у смеће.,Рецепт и пиру је поделила са свим својим пријатељима.,2
1149,Пабло је желео да му се сруши вилица.,"Међутим, није имао новца.",Прошао је кроз ормар да види шта може да прода.,Нашао је играчку медведа и продао је за 50 центи.,Онда је купио своје слаткише.,Купио је сода са њим.,1
1150,Ана је изнајмила складиште за велику забаву.,"Декорације су биле сјајне, али нешто је недостајало.",Тада је Ана схватила - потребна им је диско-бала!,Она је изнајмила лопту од компаније за снабдевање забавама.,Ана је била разочарана.,Партија је била сјајна.,2
1151,Оскар је отишао у дечју собу да би пронашао дрво које ће садити у дворишту.,Било му је тешко да одлучи које дрво да купи.,Било је много дрвећа кроз које је требало проћи.,На крају је одлучио за дрво бонсаи.,Савршено је одговарало декорацији његовог дома.,Уништио га је чим је дошао кући.,1
1152,У теретану је била велика кошаркашка утакмица.,Ја и мој пријатељ смо играли у истој екипи.,Игра је постала интензивна и обе екипе су на крају биле једнаке.,Остало је 4 секунде на часовнику и морали смо да постигнемо резултат.,Спустио сам победничку кошницу која је освојила игру за наш тим.,Излазио сам са терена и никада се нисам окренуо.,1
1153,Дирк је био добар пијанист.,Често је наступао у јавности за новац.,"Током његовог последњег извођења, један од кључева се одвојио од његове клавиатуре.","Он је завршио представу најбоље што је могао, али музика је била лоша.",Дирку је било непријатно.,Дирку се допало како је то звучало.,1
1154,Ева је волела ваврусе у свом дворишту.,Почела је да их храни сендвичима са маслачем од кикирикића.,Убрзо су се навикли на њу.,Један је био посебно пријатељски настројен.,Ева се плашила свих вавтара.,Ева је успела да гали једну од вавруса.,2
1155,Енди је волео плажу.,Питао је своју мајку да ли могу да иду на плажу.,Његова мајка је одвела Ендија на плажу.,На путу до плаже почела је да пада киша.,Енди је мрзео плажу.,Енди је био тужан због тога.,2
1156,Купио сам телефонски корпус са конусом.,Требао ми је један за мобил.,Кутија је стигла без конуса.,"На веб страници је писало да је кутија имала заграђивач, али није имала конусни траг.",Вратио сам свој телефон.,Осећао сам се као будала.,2
1157,Прошле недеље сам променила чаршаве на свом кревету.,Уморен сам од старих.,Нови изгледају боље и осећају се боље.,Мислим да ћу их задржати.,Срећан сам што нису били прескупи.,Планирам да их исечем на траке.,1
1158,Чејс је заиста желео нову играчку.,Његова мајка му не би купила нову играчку.,Саветовала му је да штеди свој новчаник.,Он је чувао свој новчаник.,Чејс је купио нову играчку.,Чејс је побегао из куће.,1
1159,Рене је била инспирисана музиком Еди Ван Халена.,Одлучила је да научи да свира гитару.,Купила је електричну гитару и појачавач.,Ненавидела је да притисне струне прстима.,Рене је одлучила да ће морати да се навикне на то.,Рене је била срећна што је одлучила да научи да свира бубњеве.,1
1160,Бил је отишао на риболов и ухватио пуно рибе.,Хтео је да их ухвати толико да је морао да их и раздаде.,Његови суседи су били сиромашни и били су захвални Биллу за рибу.,Суседи су се коначно поново поставили на ноге.,Биллови суседи су га тужили јер их је учинио сиромашним.,Они су Биллу испекли хлеб као знак захвалности за рибу.,2
1161,Прошле недеље је интернет пропао.,Моја жена и ја смо се досађивали до смрти.,Свака друга опција је изгледала досадно.,На крају смо само пили и разговарали неко време.,На крају смо се ипак забављали.,Били смо срећни што немамо Интернет и да пијемо.,1
1162,Цео живот је Тим желео да прави музику.,"Тим је вежбао цео дан, сваки дан.","Када је Тим имао довољно песама, позвао је студио за снимање.","Студија је одлучила да га сними, и Тим је био срећан.",Тим је одлучио да не воли музику.,Тим је постао професионални музичар.,2
1163,Алекс је сумњао да би његова мачка Тигар могла имати бухе.,Тиггер се стално чесао дан и ноћ.,Алекс је одвео Тиггера код ветеринара да му постави дијагнозу.,Ветеринар је потврдио да је Тигар заиста имао бухе.,Дали су му лек против буша и све је прочистило.,Алекс је одлучио да мачки не да лекови које је прописао.,1
1164,Хејли је била млади научник у познатој лабораторији.,Сваког дана је напорно радила на свом актуелном пројекту.,Један од њених колега је тајно крао њене студије.,Хејли је то открио када је објавио у научном часопису.,Хејли се осећала као да је издана.,Хејли је осећала да је била изузетно подржана.,1
1165,Сам је хтео да организује забаву.,Сам је позвао све своје пријатеље и комшије.,Партија је постала изузетно дивља.,Сви гости су напуштали забаву у одврат.,Сам је постао организатор забава.,Сам је следећег дана имао ужасан махор.,2
1166,Кејти није могла да спава.,Она је на прстима спустила се до дна и ушла у кухињу.,Налила је себи чашу млека.,Онда је то загрејала у микроталасној пећи.,Кејти је испила и вратила се у кревет.,Кејти је одлучила да изли млеко у одвод.,1
1167,Том је разговарао са својом женом Беки која је имала лош дан на послу.,Одлучио је да јој донесе омиљено јело како би је изненадио.,"На путу кући са посла, било је пуно саобраћаја.","Након што је добио храну, дошао је кући много касније него што је планирао.",Али све је било у реду чим су се загрли и вечерали.,"Том је одлучио да оде у казино, а своју породицу је игнорисао.",1
1168,Морали су да изабере пећ за своју нову кућу.,Нису могли да одлуче за одређену марку.,Волели су издржљивост Викинга.,Такође им се допало уговор са Термадором.,Више им није био потребан пећ.,Одлучили су да купе пећ Викинга.,2
1169,Јасмин није учила за велики испит из математике.,Мислила је да може да то само измисли.,Јасмин је убрзо схватила да је испит веома тежак.,Одлучила је да превари гледајући новине свог суседа.,Учитељ је ухватио и одложио јој казну.,Учитељ је ухватио и похвалио њену генијалност.,1
1170,Сам се преселио у Лос Анђелес да би постао филмска звезда.,"Није имао много новца, али је мислио да је отићи једини начин.","После два месеца, Сам је спавао у свом аутомобилу и пропао.",Једног дана је отишао у кинеско позориште да проси.,Сам је осећао доста наду.,Сам је био у великој депресији.,2
1171,Бен се пробудио касно.,Бен је одлучио да прескочи доручак и отишао на посао.,Била сам превише заузета на послу да бих се одморила или ручила.,"После посла, Бен је био углављен у стварно лош саобраћај.",Бен је био толико гладан да је оболео.,Бен је могао брзо да се врати кући.,1
1172,Дарен је каснио на посао и није могао да пронађе кључеве од аутомобила.,Прегледао је целу кућу.,Питао је своју жену где су.,Рекла му је да провери своје џепове.,Дарен је искључио рачунар.,У џеповима није било кључа.,2
